,X,Y,Z,W
48, 0.0945769, 0.273751, 0.172002, 0.25809
49, 0.80636, 0.507431, 0.318003, 0.247943
50, 0.466475, 0.814936, 0.284036, 0.296101
51, 0.14539, 0.819269, 0.332072, 0.282498
52, 0.766106, 0.319376, 0.274667, 0.22043
53, 0.519974, 0.080813, 0.116977, 0.179395
54, 0.525681, 0.228248, 0.394574, 0.14322
55, 0.393139, 0.445326, 0.0234687, 0.371891
56, 0.949583, 0.0954924, 0.667867, 0.042912
57, 0.0720542, 0.540117, 0.460829, 0.207407
58, 0.124149, 0.157903, 0.58446, 0.0751031
59, 0.424177, 0.939024, 0.616169, 0.220254
60, 0.448683, 0.272591, 0.59566, 0.10781
61, 0.464248, 0.178808, 0.0737327, 0.299503
62, 0.774499, 0.511246, 0.297159, 0.256233
63, 0.911374, 0.771416, 0.727256, 0.174209
64, 0.819697, 0.458846, 0.90289, 0.0825238
65, 0.653706, 0.150121, 0.921537, 0.0165235
66, 0.803339, 0.135716, 0.00729392, 0.372794
67, 0.879635, 0.0215461, 0.158361, 0.0809472
68, 0.0420545, 0.0628987, 0.822047, 0.0134497
69, 0.0674154, 0.299661, 0.587939, 0.11706
70, 0.597644, 0.956145, 0.184332, 0.332679
71, 0.689779, 0.799982, 0.499405, 0.234571
72, 0.0819422, 0.478835, 0.793573, 0.111783
73, 0.0164495, 0.297189, 0.754601, 0.0818713
74, 0.539872, 0.0431227, 0.461287, 0.0503228
75, 0.406964, 0.518052, 0.195318, 0.297271
76, 0.0668355, 0.437025, 0.787896, 0.104992
77, 0.604663, 0.285958, 0.127934, 0.28973
78, 0.601825, 0.707633, 0.7275, 0.165367
79, 0.397778, 0.471969, 0.669637, 0.138848
80, 0.290292, 0.864895, 0.0983612, 0.354385
81, 0.224891, 0.768303, 0.657674, 0.190629
82, 0.0650349, 0.21366, 0.363872, 0.14683
83, 0.499619, 0.709708, 0.598041, 0.19749
84, 0.765496, 0.101199, 0.0734886, 0.251266
85, 0.237403, 0.946287, 0.389264, 0.277221
86, 0.33726, 0.204962, 0.339366, 0.151155
87, 0.605884, 0.650197, 0.926633, 0.107314
88, 0.546556, 0.80752, 0.7575, 0.171606
89, 0.923154, 0.236305, 0.795801, 0.0597535
90, 0.332957, 0.437422, 0.387646, 0.209149
91, 0.0111087, 0.422864, 0.727409, 0.115491
92, 0.535813, 0.420637, 0.907743, 0.0743547
93, 0.306467, 0.176153, 0.931303, 0.0199193
94, 0.387432, 0.912473, 0.982604, 0.12144
95, 0.359691, 0.396924, 0.486038, 0.168856
96, 0.996643, 0.490005, 0.357799, 0.230595
97, 0.940672, 0.443495, 0.250618, 0.262041
98, 0.172735, 0.00418104, 0.331248, 0.0436798
99, 0.541612, 0.86874, 0.914609, 0.13954
100, 0.489608, 0.743461, 0.195288, 0.318385
101, 0.249977, 0.20426, 0.438978, 0.121747
102, 0.584094, 0.674825, 0.103305, 0.346169
103, 0.379345, 0.37608, 0.883572, 0.0716851
104, 0.451674, 0.225196, 0.722526, 0.0702752
105, 0.522416, 0.510208, 0.0947295, 0.340313
106, 0.0660726, 0.371349, 0.115482, 0.314863
107, 0.44966, 0.608264, 0.566698, 0.19
108, 0.136296, 0.350017, 0.66924, 0.111992
109, 0.146245, 0.963591, 0.60976, 0.224177
110, 0.346904, 0.697867, 0.68984, 0.173042
111, 0.883602, 0.380535, 0.392682, 0.193304
112, 0.133976, 0.217109, 0.62624, 0.0857105
113, 0.184606, 0.368511, 0.0906705, 0.328849
114, 0.04944, 0.456862, 0.904538, 0.0817533
115, 0.489029, 0.641926, 0.896969, 0.114203
116, 0.191412, 0.0272835, 0.168126, 0.0854888
117, 0.881863, 0.587298, 0.664968, 0.161579
118, 0.148412, 0.153661, 0.456099, 0.0979162
119, 0.0390637, 0.98468, 0.0678426, 0.365545
120, 0.548296, 0.947783, 0.634632, 0.216726
121, 0.194983, 0.320566, 0.0153203, 0.37345
122, 0.741478, 0.557176, 0.351787, 0.24479
123, 0.0703146, 0.624714, 0.280465, 0.278721
124, 0.510361, 0.267769, 0.0384533, 0.352536
125, 0.944609, 0.0300607, 0.48674, 0.041911
126, 0.103916, 0.411328, 0.150456, 0.302421
127, 0.0345164, 0.321451, 0.412336, 0.16993
128, 0.477706, 0.188849, 0.0693686, 0.307764
129, 0.678335, 0.722526, 0.609058, 0.196502
130, 0.495224, 0.890347, 0.971343, 0.123782
131, 0.147679, 0.205756, 0.234413, 0.194761
132, 0.146764, 0.093936, 0.662099, 0.0432234
133, 0.841395, 0.814051, 0.379742, 0.26852
134, 0.686209, 0.89227, 0.989074, 0.115829
135, 0.780023, 0.984985, 0.671224, 0.211739
136, 0.104923, 0.638447, 0.0979949, 0.346456
137, 0.346965, 0.79284, 0.149937, 0.335803
138, 0.67571, 0.763817, 0.633656, 0.195941
139, 0.730644, 0.493423, 0.0238044, 0.372774
140, 0.536363, 0.507462, 0.108402, 0.333894
141, 0.141301, 0.899991, 0.457808, 0.255654
142, 0.565477, 0.550737, 0.214545, 0.293693
143, 0.231056, 0.0577105, 0.749443, 0.0216607
144, 0.258217, 0.182714, 0.948729, 0.017068
145, 0.856227, 0.546068, 0.653005, 0.157176
146, 0.0620136, 0.367473, 0.186956, 0.27544
147, 0.0206, 0.644948, 0.89169, 0.116039
148, 0.805353, 0.563189, 0.911832, 0.0979821
149, 0.143529, 0.683309, 0.655721, 0.179236
150, 0.574145, 0.979369, 0.779717, 0.18572
151, 0.338023, 0.262947, 0.754601, 0.0737504
152, 0.782678, 0.782678, 0.25013, 0.303828
153, 0.784845, 0.851314, 0.694449, 0.192018
154, 0.374889, 0.191717, 0.203192, 0.204288
155, 0.172826, 0.581347, 0.914762, 0.1001
156, 0.204077, 0.0686361, 0.974029, -0.0137688
157, 0.170293, 0.115268, 0.365856, 0.100719
158, 0.796747, 0.139409, 0.15598, 0.202097
159, 0.620228, 0.241951, 0.165044, 0.250907
160, 0.0360729, 0.98587, 0.496353, 0.253478
161, 0.240547, 0.615925, 0.860805, 0.11942
162, 0.9288, 0.0702536, 0.849208, 0.0112985
163, 0.683035, 0.827357, 0.48381, 0.241696
164, 0.66567, 0.90817, 0.591357, 0.223115
165, 0.484939, 0.949004, 0.700003, 0.201408
166, 0.784631, 0.716544, 0.267067, 0.29296
167, 0.365093, 0.956511, 0.622944, 0.22036
168, 0.510239, 0.0630818, 0.636616, 0.0369447
169, 0.0904569, 0.0940275, 0.823237, 0.0209128
170, 0.409497, 0.84817, 0.882717, 0.145736
171, 0.39903, 0.476089, 0.409192, 0.210619
172, 0.489517, 0.992035, 0.607166, 0.227448
173, 0.834712, 0.110508, 0.375958, 0.0960326
174, 0.896023, 0.101016, 0.547502, 0.0616122
175, 0.452589, 0.216132, 0.351939, 0.151741
176, 0.576891, 0.770257, 0.790185, 0.158943
177, 0.816553, 0.320231, 0.0367138, 0.358456
178, 0.77636, 0.674795, 0.773461, 0.149539
179, 0.157537, 0.279061, 0.651295, 0.097943
180, 0.149998, 0.830714, 0.689138, 0.190844
181, 0.618854, 0.195013, 0.229438, 0.191873
182, 0.760704, 0.993347, 0.126347, 0.349742
183, 0.804224, 0.330515, 0.200415, 0.259333
184, 0.358867, 0.734764, 0.0862148, 0.354499
185, 0.996155, 0.66805, 0.064272, 0.360269
186, 0.28956, 0.921903, 0.949431, 0.135109
187, 0.0459609, 0.860958, 0.675924, 0.197575
188, 0.230018, 0.734184, 0.731681, 0.168112
189, 0.681661, 0.0878018, 0.350566, 0.0896676
190, 0.8699, 0.634632, 0.135655, 0.331975
191, 0.457289, 0.886746, 0.309397, 0.294203
192, 0.726249, 0.467635, 0.628712, 0.147763
193, 0.4073, 0.533525, 0.526109, 0.187563
194, 0.662618, 0.726371, 0.16773, 0.32641
195, 0.288949, 0.059389, 0.43495, 0.0610046
196, 0.479598, 0.636036, 0.38316, 0.246738
197, 0.730186, 0.71044, 0.84579, 0.137201
198, 0.291147, 0.66213, 0.144169, 0.330608
199, 0.26429, 0.651784, 0.405408, 0.24217
200, 0.417371, 0.999908, 0.586077, 0.233141
201, 0.759484, 0.144017, 0.673971, 0.0562938
202, 0.339488, 0.158361, 0.0108036, 0.369615
203, 0.760277, 0.389966, 0.971648, 0.0503336
204, 0.99939, 0.542772, 0.698386, 0.145648
205, 0.377514, 0.891842, 0.224342, 0.318463
206, 0.508164, 0.589648, 0.715842, 0.149723
207, 0.216926, 0.599689, 0.718497, 0.150779
208, 0.284951, 0.144475, 0.406232, 0.105132
209, 0.0487686, 0.491592, 0.590289, 0.162282
210, 0.897275, 0.0143132, 0.507553, 0.0334394
211, 0.119358, 0.635853, 0.651112, 0.173046
212, 0.549364, 0.607929, 0.91583, 0.103967
213, 0.810511, 0.36436, 0.410352, 0.183099
214, 0.38551, 0.913144, 0.0934172, 0.357026
215, 0.395398, 0.0640583, 0.525285, 0.0509832
216, 0.667196, 0.382946, 0.156346, 0.294485
217, 0.538591, 0.391644, 0.012299, 0.37699
218, 0.573199, 0.234687, 0.879299, 0.0434766
219, 0.57326, 0.562853, 0.0158696, 0.377397
220, 0.982543, 0.831477, 0.360027, 0.275654
221, 0.0828272, 0.884915, 0.379192, 0.275004
222, 0.258736, 0.840999, 0.00720237, 0.38199
223, 0.542619, 0.0153203, 0.316813, 0.0520002
224, 0.883877, 0.377117, 0.987701, 0.0412585
225, 0.364879, 0.666585, 0.781549, 0.146373
226, 0.917142, 0.947233, 0.411054, 0.27168
227, 0.2631, 0.759117, 0.266366, 0.29694
228, 0.803186, 0.38374, 0.468947, 0.170397
229, 0.03296, 0.480972, 0.419385, 0.208397
230, 0.148961, 0.649617, 0.608386, 0.185922
231, 0.263497, 0.463088, 0.591662, 0.155989
232, 0.857356, 0.105747, 0.725486, 0.0379286
233, 0.766869, 0.454299, 0.917753, 0.0779034
234, 0.568987, 0.134617, 0.447432, 0.091925
235, 0.276009, 0.600055, 0.366161, 0.24684
236, 0.850856, 0.554949, 0.946318, 0.0868475
237, 0.827204, 0.821863, 0.0192877, 0.378123
238, 0.102817, 0.663869, 0.527818, 0.209148
239, 0.849025, 0.98352, 0.27369, 0.309867
240, 0.858821, 0.626514, 0.583758, 0.188554
241, 0.942351, 0.641926, 0.318247, 0.268199
242, 0.160863, 0.927763, 0.513932, 0.244042
243, 0.281777, 0.338084, 0.772759, 0.0875151
244, 0.108646, 0.329203, 0.0388806, 0.357612
245, 0.127415, 0.71456, 0.378826, 0.258203
246, 0.657399, 0.862545, 0.0596026, 0.366073
247, 0.725608, 0.371563, 0.755242, 0.0985077
248, 0.379345, 0.462355, 0.00512711, 0.381618
249, 0.528184, 0.424238, 0.0822169, 0.33958
250, 0.344646, 0.523515, 0.562883, 0.175742
251, 0.794488, 0.317667, 0.79281, 0.0789185
252, 0.637043, 0.583911, 0.938932, 0.0936617
253, 0.884365, 0.725089, 0.546129, 0.212985
254, 0.429823, 0.10886, 0.469588, 0.0770824
255, 0.529283, 0.41847, 0.564989, 0.152826
256, 0.125858, 0.613483, 0.625782, 0.175707
257, 0.705832, 0.987426, 0.459822, 0.262575
258, 0.944121, 0.727744, 0.344523, 0.269967
259, 0.0592975, 0.31489, 0.562731, 0.127084
260, 0.632282, 0.913755, 0.31138, 0.295542
261, 0.755333, 0.924436, 0.179388, 0.332777
262, 0.832392, 0.00592059, 0.428999, 0.0366357
263, 0.804804, 0.814081, 0.660939, 0.19563
264, 0.142369, 0.193976, 0.365154, 0.138054
265, 0.931761, 0.317545, 0.426344, 0.164388
266, 0.232429, 0.123356, 0.903287, 0.0143532
267, 0.564226, 0.00256355, 0.654073, 0.0160566
268, 0.610126, 0.0800501, 0.94644, -0.00399919
269, 0.147282, 0.759636, 0.933439, 0.120547
270, 0.912259, 0.377087, 0.573138, 0.140828
271, 0.330058, 0.173986, 0.348308, 0.134196
272, 0.0560015, 0.693594, 0.640858, 0.184429
273, 0.292856, 0.13422, 0.881588, 0.0207986
274, 0.334452, 0.863155, 0.198675, 0.324385
275, 0.176763, 0.539842, 0.304056, 0.258498
276, 0.714377, 0.0851161, 0.536637, 0.0573808
277, 0.884823, 0.0499893, 0.471541, 0.0520506
278, 0.316263, 0.371563, 0.18479, 0.27745
279, 0.065096, 0.192206, 0.822718, 0.0445528
280, 0.448164, 0.864284, 0.708579, 0.190151
281, 0.487136, 0.949156, 0.474013, 0.255899
282, 0.754051, 0.0878323, 0.851497, 0.0151217
283, 0.905698, 0.287271, 0.271065, 0.211299
284, 0.150426, 0.871151, 0.579394, 0.222151
285, 0.503006, 0.108097, 0.102145, 0.223012
286, 0.380932, 0.194861, 0.00299081, 0.380898
287, 0.726554, 0.918241, 0.33784, 0.288703
288, 0.350444, 0.232154, 0.126743, 0.273716
289, 0.428907, 0.249763, 0.0499588, 0.340586
290, 0.0264595, 0.969085, 0.0148015, 0.3801
291, 0.287667, 0.646443, 0.315012, 0.269822
292, 0.744011, 0.644734, 0.404309, 0.241506
293, 0.165563, 0.985839, 0.0405591, 0.373062
294, 0.347056, 0.464217, 0.15656, 0.307165
295, 0.986633, 0.15952, 0.998718, -0.00808542
296, 0.866024, 0.234046, 0.346599, 0.16093
297, 0.479385, 0.807794, 0.727866, 0.178738
298, 0.495651, 0.377239, 0.370281, 0.200067
299, 0.39903, 0.0249947, 0.302866, 0.0599382
300, 0.624622, 0.825922, 0.325388, 0.28498
301, 0.207709, 0.845637, 0.295602, 0.295082
302, 0.69982, 0.189062, 0.222571, 0.192297
303, 0.297464, 0.00878933, 0.179418, 0.0619067
304, 0.915403, 0.979308, 0.426893, 0.270143
305, 0.302255, 0.112796, 0.5974, 0.0582669
306, 0.21662, 0.174718, 0.249001, 0.171625
307, 0.492599, 0.92645, 0.939146, 0.138873
308, 0.0341807, 0.622456, 0.918577, 0.105435
309, 0.304056, 0.456435, 0.181433, 0.294619
310, 0.633442, 0.376507, 0.410169, 0.186479
311, 0.340403, 0.496475, 0.566271, 0.169481
312, 0.107761, 0.636372, 0.873775, 0.119336
313, 0.343913, 0.930998, 0.0438551, 0.371623
314, 0.982849, 0.133518, 0.877682, 0.0213399
315, 0.259194, 0.164769, 0.121342, 0.246593
316, 0.260689, 0.229072, 0.423872, 0.135109
317, 0.261757, 0.814966, 0.454237, 0.24821
318, 0.641102, 0.261818, 0.868984, 0.0514192
319, 0.10004, 0.36784, 0.825556, 0.0828274
320, 0.737083, 0.444807, 0.605548, 0.148573
321, 0.939146, 0.988525, 0.697287, 0.205987
322, 0.478439, 0.47853, 0.749809, 0.121644
323, 0.71456, 0.204688, 0.920438, 0.0283933
324, 0.696677, 0.651692, 0.272927, 0.284428
325, 0.438276, 0.891537, 0.0739463, 0.362281
326, 0.229835, 0.163915, 0.122837, 0.244789
327, 0.563585, 0.985534, 0.896786, 0.15727
328, 0.902982, 0.351634, 0.0426649, 0.356703
329, 0.0414441, 0.780206, 0.006592, 0.382055
330, 0.55565, 0.0552385, 0.121647, 0.142763
331, 0.710898, 0.626148, 0.186316, 0.312428
332, 0.0229499, 0.156468, 0.741234, 0.0492224
333, 0.7846, 0.501419, 0.590899, 0.164111
334, 0.760216, 0.965758, 0.628254, 0.219997
335, 0.0449843, 0.356853, 0.910367, 0.0616315
336, 0.756981, 0.273354, 0.32252, 0.184915
337, 0.578661, 0.50325, 0.439039, 0.206846
338, 0.637257, 0.122959, 0.633412, 0.0561623
339, 0.0737022, 0.714377, 0.778314, 0.154144
340, 0.517106, 0.34431, 0.725455, 0.0986939
341, 0.512925, 0.30079, 0.157659, 0.275016
342, 0.411359, 0.219855, 0.458113, 0.122704
343, 0.134281, 0.28605, 0.730796, 0.0838944
344, 0.873592, 0.982513, 0.63921, 0.219013
345, 0.43321, 0.115604, 0.304178, 0.117034
346, 0.243629, 0.772637, 0.055269, 0.365879
347, 0.363536, 0.174535, 0.420515, 0.114583
348, 0.487106, 0.849849, 0.645863, 0.203537
349, 0.389843, 0.907895, 0.165624, 0.336025
350, 0.270669, 0.878842, 0.110202, 0.351222
351, 0.271584, 0.651845, 0.124577, 0.337174
352, 0.746452, 0.619343, 0.708426, 0.156431
353, 0.0478225, 0.519791, 0.203192, 0.294253
354, 0.645436, 0.969756, 0.158574, 0.340256
355, 0.262581, 0.971801, 0.18247, 0.333796
356, 0.82992, 0.665792, 0.473586, 0.224347
357, 0.654256, 0.149052, 0.506851, 0.085996
358, 0.548814, 0.650655, 0.44087, 0.231516
359, 0.946623, 0.809442, 0.553087, 0.221801
360, 0.409284, 0.828791, 0.357402, 0.27615
361, 0.655782, 0.871303, 0.103183, 0.353107
362, 0.640736, 0.22251, 0.711783, 0.0715097
363, 0.586444, 0.295969, 0.58449, 0.116817
364, 0.71511, 0.0920133, 0.883084, 0.0109545
365, 0.560259, 0.429884, 0.460738, 0.184265
366, 0.91937, 0.9794, 0.723533, 0.198952
367, 0.522599, 0.118229, 0.590655, 0.0610719
368, 0.182073, 0.521897, 0.23954, 0.279947
369, 0.136479, 0.0122684, 0.036195, 0.128418
370, 0.45735, 0.87466, 0.601672, 0.217064
371, 0.920896, 0.651479, 0.328135, 0.26619
372, 0.393353, 0.310007, 0.529313, 0.133835
373, 0.545274, 0.231239, 0.205634, 0.221953
374, 0.983764, 0.650441, 0.832331, 0.131716
375, 0.68572, 0.593951, 0.967467, 0.08591
376, 0.542222, 0.262703, 0.67452, 0.0890021
377, 0.496048, 0.0300913, 0.423719, 0.0486647
378, 0.780358, 0.0234077, 0.0793786, 0.117284
379, 0.883541, 0.0721763, 0.651753, 0.0379286
380, 0.130222, 0.581835, 0.450209, 0.217964
381, 0.0227668, 0.730461, 0.955809, 0.109607
382, 0.861202, 0.0211798, 0.550676, 0.0320255
383, 0.519272, 0.685965, 0.237587, 0.299812
384, 0.120457, 0.279946, 0.612903, 0.106172
385, 0.972503, 0.941069, 0.0255745, 0.376935
386, 0.904233, 0.062624, 0.131565, 0.145741
387, 0.0105899, 0.461165, 0.310831, 0.241692
388, 0.264565, 0.0744652, 0.593982, 0.0459551
389, 0.800562, 0.547288, 0.722831, 0.140686
390, 0.903409, 0.876339, 0.004944, 0.38274
391, 0.202795, 0.179815, 0.0719016, 0.301813
392, 0.822199, 0.103702, 0.726066, 0.0372855
393, 0.766411, 0.498795, 0.51442, 0.183941
394, 0.0103458, 0.85052, 0.97644, 0.117075
395, 0.268593, 0.0556658, 0.18363, 0.111581
396, 0.392163, 0.309091, 0.47145, 0.148722
397, 0.123386, 0.615192, 0.702658, 0.157138
398, 0.53444, 0.908414, 0.222999, 0.319721
399, 0.336436, 0.224372, 0.176092, 0.236537
400, 0.0733055, 0.827204, 0.621143, 0.206915
401, 0.396405, 0.127934, 0.674795, 0.0515022
402, 0.569323, 0.502762, 0.684805, 0.141367
403, 0.191015, 0.0168157, 0.501511, 0.0350057
404, 0.674429, 0.235115, 0.933439, 0.0316914
405, 0.341319, 0.177252, 0.287057, 0.156954
406, 0.215644, 0.823267, 0.817713, 0.159042
407, 0.890011, 0.484298, 0.833583, 0.103659
408, 0.191534, 0.993439, 0.18067, 0.335084
409, 0.679586, 0.982849, 0.227393, 0.322131
410, 0.868129, 0.810541, 0.926298, 0.129164
411, 0.640187, 0.144566, 0.704459, 0.0517429
412, 0.271859, 0.929685, 0.0730003, 0.36324
413, 0.202307, 0.907346, 0.700461, 0.196905
414, 0.535478, 0.0705283, 0.795618, 0.0190006
415, 0.777398, 0.41728, 0.0735191, 0.343648
416, 0.882382, 0.107028, 0.0276498, 0.330844
417, 0.336894, 0.130955, 0.278359, 0.134479
418, 0.66277, 0.283273, 0.840388, 0.0618297
419, 0.193701, 0.717551, 0.921537, 0.11836
420, 0.902737, 0.921476, 0.252937, 0.312065
421, 0.77047, 0.156224, 0.261666, 0.155732
422, 0.424177, 0.199103, 0.490646, 0.107541
423, 0.0555437, 0.676534, 0.463759, 0.228648
424, 0.860225, 0.770867, 0.115238, 0.346057
425, 0.223701, 0.86166, 0.393353, 0.269179
426, 0.955382, 0.816919, 0.0324717, 0.373903
427, 0.156529, 0.457778, 0.0762963, 0.34534
428, 0.526597, 0.140416, 0.258034, 0.147871
429, 0.968841, 0.322703, 0.270547, 0.223284
430, 0.493881, 0.83755, 0.622517, 0.207792
431, 0.748985, 0.637959, 0.528794, 0.204918
432, 0.594501, 0.447737, 0.441603, 0.194199
433, 0.185308, 0.119541, 0.296854, 0.121561
434, 0.896695, 0.986572, 0.695029, 0.206325
435, 0.197424, 0.620685, 0.617542, 0.178969
436, 0.152989, 0.491501, 0.572314, 0.16689
437, 0.74749, 0.349498, 0.519791, 0.147256
438, 0.503281, 0.2996, 0.480392, 0.143403
439, 0.298654, 0.0525834, 0.79284, 0.0147969
440, 0.1807, 0.847224, 0.889859, 0.143741
441, 0.537309, 0.0633564, 0.196448, 0.114274
442, 0.813349, 0.964721, 0.853572, 0.166282
443, 0.610797, 0.209815, 0.874294, 0.0390427
444, 0.775018, 0.0542314, 0.78161, 0.016672
445, 0.876461, 0.344615, 0.431593, 0.170837
446, 0.947539, 0.814722, 0.231483, 0.311768
447, 0.636525, 0.824061, 0.447554, 0.250955
448, 0.336589, 0.937284, 0.192755, 0.329568
449, 0.171056, 0.749413, 0.731864, 0.170158
450, 0.36021, 0.0640583, 0.737907, 0.0248328
451, 0.203284, 0.316782, 0.0366527, 0.358248
452, 0.427717, 0.906735, 0.100681, 0.354765
453, 0.363567, 0.32725, 0.819391, 0.0755942
454, 0.773034, 0.383404, 0.354717, 0.207232
455, 0.884548, 0.910642, 0.645344, 0.210371
456, 0.523118, 0.581011, 0.0227363, 0.374699
457, 0.28428, 0.940092, 0.549364, 0.23648
458, 0.797754, 0.905637, 0.278176, 0.304129
459, 0.805719, 0.586016, 0.761284, 0.138357
460, 0.372021, 0.57503, 0.0257576, 0.37334
461, 0.497696, 0.0990326, 0.274514, 0.115713
462, 0.217353, 0.257759, 0.199164, 0.236459
463, 0.678915, 0.352794, 0.417035, 0.177714
464, 0.190649, 0.798395, 0.20661, 0.318331
465, 0.736381, 0.0375988, 0.50087, 0.043489
466, 0.39433, 0.211524, 0.725883, 0.0661551
467, 0.409589, 0.804651, 0.401471, 0.261535
468, 0.403088, 0.107181, 0.111759, 0.212326
469, 0.516495, 0.239937, 0.178076, 0.241884
470, 0.774132, 0.0469985, 0.667806, 0.0283056
471, 0.119419, 0.425581, 0.215033, 0.274032
472, 0.15006, 0.652974, 0.0654317, 0.359382
473, 0.0289315, 0.142582, 0.468276, 0.0909849
474, 0.953673, 0.223029, 0.400006, 0.139594
475, 0.928922, 0.617328, 0.863124, 0.119065
476, 0.283944, 0.772698, 0.874569, 0.138398
477, 0.899411, 0.229499, 0.337474, 0.162266
478, 0.282662, 0.447798, 0.0260018, 0.370628
479, 0.343516, 0.915799, 0.0811487, 0.360637
480, 0.0687887, 0.763604, 0.879421, 0.135949
481, 0.911344, 0.237556, 0.812555, 0.056953
482, 0.467055, 0.743645, 0.558275, 0.212301
483, 0.586932, 0.366131, 0.0848109, 0.332029
484, 0.304178, 0.386456, 0.818598, 0.0881318
485, 0.285684, 0.692923, 0.248299, 0.296881
486, 0.14304, 0.599841, 0.83517, 0.123118
487, 0.725578, 0.524461, 0.439711, 0.210793
488, 0.0918607, 0.441115, 0.477615, 0.181915
489, 0.610981, 0.495621, 0.447981, 0.202576
490, 0.890744, 0.806909, 0.392926, 0.26414
491, 0.927763, 0.0553911, 0.143529, 0.129445
492, 0.963408, 0.258156, 0.588916, 0.105119
493, 0.017365, 0.772088, 0.980926, 0.105436
494, 0.655843, 0.0662862, 0.0112918, 0.349093
495, 0.701224, 0.394116, 0.515397, 0.160008
496, 0.588153, 0.450148, 0.953032, 0.0672243
497, 0.688955, 0.713981, 0.541459, 0.212697
498, 0.0483108, 0.96942, 0.152074, 0.342029
499, 0.453169, 0.44145, 0.985015, 0.0539087
500, 0.7799, 0.766564, 0.248756, 0.303017
501, 0.30723, 0.621754, 0.692282, 0.160712
502, 0.486923, 0.439222, 0.00860622, 0.379647
503, 0.216285, 0.761162, 0.376354, 0.264146
504, 0.0212714, 0.395764, 0.502152, 0.164047
505, 0.520463, 0.872616, 0.836634, 0.160319
506, 0.657979, 0.228828, 0.385723, 0.146122
507, 0.884365, 0.247627, 0.779168, 0.0654954
508, 0.224281, 0.558428, 0.681753, 0.152446
509, 0.0316782, 0.030488, 0.762566, 0.0127671
510, 0.257454, 0.570147, 0.128147, 0.330358
511, 0.801416, 0.733268, 0.601978, 0.199763
512, 0.945952, 0.73516, 0.390057, 0.257298
513, 0.400159, 0.817866, 0.603198, 0.210229
514, 0.485, 0.566851, 0.316843, 0.258234
515, 0.0484634, 0.503983, 0.900693, 0.0910117
516, 0.777978, 0.373058, 0.119266, 0.312985
517, 0.148869, 0.166997, 0.556963, 0.0829968
518, 0.258614, 0.425367, 0.951353, 0.0633641
519, 0.270882, 0.191595, 0.576067, 0.0874634
520, 0.128727, 0.414441, 0.0401318, 0.361808
521, 0.272835, 0.0708945, 0.211035, 0.115714
522, 0.618915, 0.1171, 0.337413, 0.108682
523, 0.390576, 0.0121158, 0.53444, 0.0301442
524, 0.116855, 0.491379, 0.792901, 0.114279
525, 0.741508, 0.451003, 0.812372, 0.102257
526, 0.291421, 0.566576, 0.898556, 0.102025
